age,sex,residence,country.birth,income
51,Female,Las Palmas,España,11000
76,Male,Barcelona,España,10000
53,Female,Sevilla,Rumanía,14000
68,Male,Navarra,España,44000
38,Male,Barcelona,España,15000
58,Female,León,España,11000
80,Female,Las Palmas,España,39000
69,Female,A Coruña,España,38000
49,Male,Alacant,España,27000
23,Male,Asturias,España,39000
47,Female,Sevilla,Rumanía,33000
73,Male,Zamora,España,21000
59,Male,Badajoz,España,32000
38,Male,Cádiz,República Dominicana,16000
36,Male,Barcelona,España,39000
30,Male,Cantabria,Países Bajos,16000
49,Female,Barcelona,España,17000
37,Male,Zaragoza,España,56000
57,Male,Asturias,España,17000
75,Female,Málaga,España,25000
52,Female,Madrid,Marruecos,12000
46,Male,Granada,España,15000
44,Female,Jaén,España,11000
57,Male,València,Suiza,32000
83,Female,Málaga,España,12000
58,Male,Badajoz,España,15000
51,Female,Cantabria,España,7000
54,Male,Barcelona,España,21000
65,Female,Madrid,España,33000
27,Female,Barcelona,España,32000
66,Female,Sevilla,Cuba,45000
45,Female,Sevilla,España,28000
42,Male,Asturias,España,24000
82,Female,Barcelona,Venezuela,28000
49,Male,València,España,16000
62,Female,Madrid,Canadá,16000
78,Male,Granada,España,38000
58,Female,Granada,Chile,10000
45,Male,Madrid,Rumanía,55000
66,Male,Asturias,España,4000
69,Male,Madrid,España,29000
57,Male,Madrid,Resto de Países Africanos,17000
59,Male,Córdoba,España,79000
66,Male,A Coruña,España,6000
27,Male,Barcelona,Reino Unido,23000
56,Female,Murcia,Bélgica,20000
60,Male,València,España,11000
57,Female,Madrid,España,32000
30,Male,Madrid,España,16000
26,Male,Santa Cruz de Tenerife,España,67000
49,Male,València,España,32000
35,Male,Asturias,España,22000
72,Male,Palencia,España,47000
33,Female,València,España,39000
47,Male,Madrid,España,65000
74,Male,Huelva,España,26000
50,Female,Madrid,España,5000
27,Male,Sevilla,España,33000
28,Female,Zaragoza,España,15000
63,Female,Palencia,España,14000
44,Female,València,España,39000
39,Female,Illes Balears,Francia,29000
68,Female,Zaragoza,España,31000
68,Female,Málaga,España,15000
34,Male,Madrid,España,11000
40,Male,Málaga,España,11000
84,Male,Las Palmas,España,29000
23,Male,Barcelona,España,75000
62,Male,Barcelona,Marruecos,47000
66,Male,Bizkaia,España,16000
67,Female,Barcelona,Rumanía,27000
66,Male,Madrid,Marruecos,23000
24,Female,València,Senegal,21000
59,Female,València,Marruecos,60000
47,Male,Bizkaia,España,21000
68,Female,Málaga,España,39000
27,Male,Madrid,España,14000
42,Male,A Coruña,Argentina,17000
74,Male,Barcelona,España,19000
44,Male,Barcelona,España,45000
51,Male,Bizkaia,Marruecos,11000
25,Male,Murcia,España,11000
68,Female,Madrid,España,9000
38,Male,Barcelona,España,18000
53,Female,Alacant,España,22000
24,Female,Madrid,España,31000
48,Female,Santa Cruz de Tenerife,España,7000
76,Female,València,España,13000
44,Female,Huelva,España,16000
56,Male,Madrid,España,16000
49,Male,Lleida,España,36000
39,Male,Madrid,España,37000
74,Male,A Coruña,España,9000
43,Female,Sevilla,España,30000
44,Male,Lleida,España,29000
50,Female,A Coruña,España,49000
25,Male,Madrid,España,23000
69,Male,Madrid,España,19000
59,Male,Barcelona,España,23000
82,Male,Salamanca,España,6000
69,Male,Madrid,España,11000
37,Male,Tarragona,España,14000
63,Female,Asturias,Colombia,20000
32,Female,Toledo,España,8000
41,Male,Barcelona,España,40000
70,Male,Murcia,España,17000
33,Male,Madrid,Estados Unidos de América,21000
43,Male,Madrid,España,30000
49,Female,Las Palmas,España,46000
45,Female,Girona,España,24000
64,Female,Navarra,España,5000
27,Female,Barcelona,España,32000
83,Male,Tarragona,España,12000
29,Male,Cádiz,España,20000
54,Female,Las Palmas,España,22000
76,Male,Badajoz,España,38000
57,Female,Alacant,España,20000
54,Male,Asturias,España,52000
32,Male,Madrid,España,57000
27,Male,Córdoba,España,22000
45,Male,Barcelona,España,16000
23,Male,Las Palmas,España,28000
46,Male,Málaga,España,23000
36,Female,Sevilla,España,28000
30,Male,Castelló,España,27000
78,Female,Las Palmas,España,27000
35,Female,Sevilla,Colombia,15000
22,Male,Murcia,España,21000
63,Female,Ourense,España,26000
44,Female,Santa Cruz de Tenerife,España,12000
52,Female,Asturias,España,44000
27,Male,La Rioja,España,36000
54,Female,Salamanca,España,99000
55,Female,Santa Cruz de Tenerife,España,12000
63,Male,Barcelona,España,15000
24,Male,Córdoba,España,44000
61,Female,Bizkaia,España,18000
65,Female,Barcelona,España,14000
33,Female,Barcelona,España,19000
48,Male,València,Rumanía,16000
31,Male,Araba,España,32000
68,Female,Sevilla,España,23000
48,Female,Madrid,España,21000
50,Female,León,Resto de Países Asiáticos,60000
53,Male,Alacant,España,52000
53,Male,Illes Balears,España,35000
52,Female,Illes Balears,España,17000
25,Male,Zamora,España,20000
60,Female,Illes Balears,Argentina,20000
62,Male,Toledo,España,17000
23,Male,Cantabria,España,8000
39,Female,Tarragona,España,14000
37,Female,Madrid,España,24000
45,Female,Almería,España,21000
40,Male,Zamora,España,13000
57,Male,Albacete,España,20000
51,Male,Castelló,España,28000
51,Female,Cáceres,España,71000
70,Male,Madrid,España,33000
61,Female,Madrid,España,17000
66,Female,Madrid,España,56000
70,Male,Soria,España,33000
66,Male,Salamanca,España,22000
31,Male,Madrid,España,54000
80,Male,Gipuzkoa,España,32000
41,Female,Madrid,España,41000
64,Male,Asturias,España,82000
83,Male,Málaga,Francia,51000
50,Male,València,España,32000
53,Male,Huelva,Marruecos,5000
49,Female,Huesca,España,20000
47,Female,Madrid,Resto de Países Asiáticos,34000
52,Male,Barcelona,España,12000
37,Male,Las Palmas,España,25000
58,Male,Guadalajara,España,16000
48,Male,Gipuzkoa,Brasil,19000
53,Female,València,España,42000
70,Male,Madrid,España,30000
49,Female,Almería,España,48000
48,Female,Santa Cruz de Tenerife,España,18000
46,Male,Las Palmas,España,30000
51,Female,Santa Cruz de Tenerife,España,9000
68,Female,Murcia,España,22000
46,Female,Melilla,España,18000
27,Female,Asturias,España,70000
35,Male,León,España,11000
77,Female,Girona,España,43000
43,Male,Las Palmas,España,51000
29,Female,Albacete,España,16000
56,Female,Albacete,Noruega,33000
66,Male,Madrid,España,38000
26,Female,Barcelona,España,5000
42,Male,Barcelona,Marruecos,20000
81,Male,Málaga,España,19000
64,Male,Madrid,España,14000
26,Female,Almería,España,67000
83,Female,Barcelona,España,20000
31,Female,Barcelona,España,11000
44,Male,Gipuzkoa,España,10000
84,Female,Gipuzkoa,España,15000
31,Female,Asturias,España,19000
40,Female,Huesca,España,89000
70,Male,València,Marruecos,17000
20,Female,Huesca,España,22000
68,Male,València,Ecuador,42000
54,Female,Sevilla,España,76000
47,Female,Valladolid,Rumanía,11000
29,Female,Zaragoza,España,33000
36,Female,Ourense,España,20000
66,Male,Córdoba,Rumanía,28000
43,Female,València,España,10000
65,Female,Zamora,España,14000
43,Male,Gipuzkoa,Nicaragua,16000
27,Male,Sevilla,España,57000
27,Male,Alacant,España,36000
39,Male,Lleida,España,30000
51,Female,Tarragona,Portugal,10000
69,Female,Melilla,Cuba,42000
44,Female,Madrid,España,54000
41,Male,Guadalajara,Reino Unido,29000
43,Female,Madrid,España,7000
47,Male,Madrid,España,23000
21,Male,Zamora,España,24000
64,Female,Zamora,España,17000
19,Female,Illes Balears,España,27000
31,Male,Zaragoza,España,48000
63,Male,Alacant,España,20000
23,Male,Zaragoza,España,52000
81,Female,A Coruña,España,28000
54,Male,Ciudad Real,Ucrania,26000
47,Female,Murcia,España,14000
44,Female,Granada,España,8000
72,Female,Madrid,Rumanía,52000
32,Female,Barcelona,España,106000
39,Female,Granada,España,37000
21,Male,Barcelona,España,36000
49,Male,Tarragona,España,42000
77,Female,València,España,32000
39,Male,Valladolid,España,31000
48,Female,Girona,Ecuador,28000
52,Male,Madrid,España,14000
55,Female,Córdoba,España,22000
67,Female,Barcelona,España,16000
63,Female,Albacete,España,8000
42,Female,Alacant,España,52000
37,Female,Málaga,España,37000
70,Male,Burgos,España,30000
83,Male,Toledo,España,26000
41,Male,Córdoba,España,32000
56,Male,Asturias,España,9000
53,Male,Gipuzkoa,España,23000
78,Male,Madrid,Hungría,53000
55,Female,València,España,69000
39,Male,Girona,España,8000
18,Female,Asturias,España,31000
71,Male,Palencia,Bolivia,8000
84,Female,Asturias,España,46000
65,Male,Madrid,España,6000
64,Male,Córdoba,España,20000
71,Male,Madrid,España,9000
82,Male,Granada,España,26000
32,Male,Sevilla,España,32000
68,Male,A Coruña,España,6000
50,Male,A Coruña,España,45000
37,Female,Tarragona,España,112000
57,Male,Madrid,España,15000
51,Female,Cuenca,España,8000
25,Male,Madrid,Argentina,40000
35,Male,Gipuzkoa,Marruecos,5000
20,Male,Madrid,España,28000
31,Female,Barcelona,España,29000
77,Male,València,España,61000
48,Male,Barcelona,España,33000
69,Female,València,España,11000
46,Female,Madrid,España,27000
41,Female,Zamora,España,13000
22,Female,Toledo,España,19000
36,Female,Sevilla,España,8000
50,Male,Madrid,España,13000
58,Male,Zamora,España,27000
19,Male,Araba,España,31000
22,Female,Murcia,España,41000
79,Female,Alacant,España,20000
33,Female,Madrid,España,18000
36,Female,Navarra,España,14000
52,Male,Las Palmas,España,22000
52,Male,Sevilla,España,29000
55,Female,Zamora,México,33000
40,Male,Madrid,España,37000
84,Male,Burgos,España,18000
25,Male,Cuenca,España,9000
39,Female,Almería,España,19000
83,Male,Palencia,España,15000
45,Female,Cáceres,España,33000
36,Female,Toledo,España,25000
55,Male,Alacant,España,47000
32,Female,Salamanca,España,13000
72,Female,Salamanca,España,12000
39,Female,Zamora,España,28000
68,Male,Navarra,España,20000
45,Male,A Coruña,Bélgica,31000
32,Female,Huelva,España,16000
42,Male,Gipuzkoa,España,10000
56,Female,Barcelona,España,19000
44,Female,Barcelona,España,30000
68,Female,Granada,China,18000
43,Female,Cantabria,España,24000
24,Male,Teruel,Rumanía,51000
68,Female,Navarra,España,48000
50,Male,Murcia,España,41000
52,Male,Bizkaia,Suiza,12000
61,Female,Santa Cruz de Tenerife,España,11000
53,Female,Madrid,España,30000
29,Female,Guadalajara,España,31000
50,Male,Las Palmas,España,13000
79,Female,Jaén,Argentina,9000
71,Female,Madrid,España,22000
66,Male,Almería,España,19000
62,Male,Barcelona,España,32000
79,Female,Alacant,España,34000
23,Male,Madrid,España,33000
41,Male,Madrid,España,67000
44,Female,Alacant,España,15000
44,Male,Barcelona,España,26000
56,Male,Madrid,Alemania,17000
67,Male,Madrid,España,10000
29,Female,León,España,36000
29,Male,Valladolid,Reino Unido,61000
55,Male,Zaragoza,España,14000
30,Male,Barcelona,Rumanía,8000
49,Male,Barcelona,España,12000
51,Male,Madrid,España,27000
33,Male,Zaragoza,España,20000
49,Female,Ourense,España,30000
33,Male,Madrid,Rumanía,38000
40,Male,Jaén,España,18000
20,Female,Tarragona,España,31000
38,Female,Alacant,España,84000
45,Male,Jaén,España,32000
48,Female,Girona,España,21000
22,Male,Sevilla,España,26000
64,Male,Girona,España,72000
50,Female,Ourense,España,13000
36,Female,Navarra,España,5000
20,Male,Tarragona,España,14000
51,Male,Madrid,España,54000
44,Female,Murcia,España,31000
59,Female,A Coruña,Italia,43000
50,Female,Málaga,España,15000
55,Male,València,España,30000
28,Female,València,España,27000
77,Female,Asturias,España,60000
64,Male,Sevilla,España,18000
63,Female,Barcelona,España,22000
20,Male,Murcia,Canadá,38000
55,Female,Murcia,España,32000
81,Male,València,España,64000
36,Female,Alacant,España,29000
48,Male,Sevilla,España,25000
31,Male,Alacant,Marruecos,9000
18,Female,Araba,España,21000
68,Male,Madrid,España,36000
54,Male,Guadalajara,España,21000
58,Female,Bizkaia,España,77000
39,Male,Barcelona,España,16000
57,Female,Sevilla,España,33000
29,Female,Alacant,España,43000
46,Female,Granada,España,29000
18,Female,Asturias,España,62000
45,Male,Sevilla,España,30000
35,Male,València,España,55000
27,Male,Barcelona,España,49000
61,Male,València,España,14000
33,Male,Girona,Ecuador,19000
60,Male,Madrid,España,21000
42,Female,Gipuzkoa,España,17000
26,Female,Madrid,España,5000
22,Male,Albacete,España,16000
24,Female,Murcia,España,13000
40,Male,Madrid,España,13000
61,Male,Madrid,España,16000
79,Male,León,Reino Unido,21000
19,Female,Girona,España,27000
61,Male,Córdoba,España,24000
50,Female,Illes Balears,España,17000
24,Male,València,España,5000
25,Male,Almería,España,18000
81,Male,Girona,España,10000
43,Female,Teruel,España,15000
56,Male,Almería,España,17000
45,Female,Las Palmas,España,22000
47,Female,Ceuta,España,13000
38,Male,Barcelona,España,51000
36,Male,Cantabria,España,14000
84,Female,A Coruña,España,35000
48,Male,Gipuzkoa,España,30000
79,Male,Almería,España,12000
61,Male,Burgos,España,32000
33,Female,Granada,España,9000
48,Female,Barcelona,España,22000
43,Male,Madrid,España,27000
26,Male,Asturias,Rumanía,29000
44,Female,València,Brasil,11000
57,Female,Granada,España,62000
52,Male,Valladolid,Alemania,22000
37,Female,Alacant,Italia,31000
50,Female,Barcelona,Rumanía,18000
67,Female,Sevilla,España,12000
67,Female,Zaragoza,España,63000
52,Male,Madrid,España,17000
66,Female,Zamora,España,59000
46,Male,Las Palmas,España,25000
22,Male,Málaga,Países Bajos,19000
46,Male,Jaén,España,28000
56,Male,Madrid,Marruecos,27000
76,Female,Zaragoza,España,16000
72,Male,Sevilla,España,30000
48,Female,Zaragoza,España,59000
73,Female,Barcelona,España,21000
48,Male,Málaga,España,21000
43,Female,Barcelona,Marruecos,27000
60,Male,Barcelona,España,69000
29,Male,Huelva,España,18000
45,Male,Santa Cruz de Tenerife,España,14000
53,Female,Asturias,España,37000
35,Male,Zamora,España,49000
24,Male,Barcelona,España,45000
21,Female,Asturias,Perú,12000
49,Female,Gipuzkoa,España,10000
51,Female,Alacant,España,95000
53,Male,Asturias,España,20000
42,Male,Málaga,España,26000
63,Female,Badajoz,España,20000
48,Female,Córdoba,España,57000
37,Female,Girona,España,11000
48,Male,Tarragona,España,15000
50,Male,Cádiz,España,10000
65,Male,Córdoba,España,16000
40,Male,Teruel,España,71000
52,Male,Lleida,España,9000
66,Female,Gipuzkoa,España,34000
66,Male,Barcelona,España,10000
50,Male,Barcelona,España,8000
61,Male,Zamora,España,8000
36,Female,Barcelona,España,15000
53,Female,Madrid,España,26000
82,Male,Huelva,España,19000
81,Male,Castelló,España,24000
45,Female,Navarra,España,16000
40,Female,Zaragoza,España,13000
67,Female,Madrid,España,14000
58,Male,Illes Balears,Moldavia,21000
41,Male,Las Palmas,España,75000
19,Male,Barcelona,España,12000
50,Male,Guadalajara,España,13000
58,Female,Madrid,España,9000
57,Female,Illes Balears,España,11000
80,Female,Málaga,España,24000
40,Female,Toledo,España,23000
45,Female,Asturias,España,13000
55,Male,Granada,España,30000
36,Male,Alacant,Honduras,34000
43,Female,Bizkaia,España,31000
67,Male,Santa Cruz de Tenerife,España,11000
43,Female,Girona,Colombia,12000
64,Female,Navarra,España,14000
61,Female,Illes Balears,España,17000
81,Female,Huelva,España,16000
51,Female,Madrid,España,15000
50,Female,Barcelona,España,57000
34,Female,Illes Balears,Moldavia,37000
21,Male,Las Palmas,España,14000
51,Female,Barcelona,España,65000
49,Male,Madrid,España,49000
83,Male,Madrid,España,48000
36,Male,Illes Balears,España,54000
26,Male,Sevilla,España,24000
23,Female,Madrid,España,25000
32,Female,Barcelona,España,33000
84,Male,Zaragoza,España,29000
47,Female,Alacant,España,26000
70,Female,Lleida,España,7000
51,Female,Zaragoza,España,25000
54,Female,Málaga,España,40000
72,Male,València,España,10000
50,Female,Tarragona,España,12000
61,Female,Murcia,España,29000
84,Male,Madrid,España,34000
56,Female,València,España,37000
49,Female,Barcelona,España,21000
41,Male,Barcelona,Reino Unido,22000
36,Female,Alacant,España,37000
29,Male,Alacant,España,17000
59,Male,Almería,España,25000
80,Male,Madrid,España,38000
82,Male,Navarra,España,15000
26,Female,Madrid,España,33000
19,Male,Granada,España,10000
26,Male,Ourense,España,20000
51,Male,Granada,España,25000
46,Female,Huesca,España,10000
31,Male,Madrid,España,30000
23,Female,Salamanca,España,13000
18,Female,Asturias,España,20000
54,Female,Jaén,España,12000
34,Male,Toledo,España,9000
59,Female,Madrid,España,20000
74,Female,Gipuzkoa,República Dominicana,14000
48,Female,Zaragoza,España,11000
45,Male,Granada,España,15000
55,Male,Madrid,España,49000
53,Female,Tarragona,España,18000
45,Female,Alacant,España,34000
71,Male,Lleida,España,62000
20,Female,Zamora,España,17000
65,Female,Madrid,España,23000
28,Male,Málaga,España,13000
60,Female,Navarra,España,33000
39,Female,Las Palmas,España,21000
68,Female,Murcia,España,14000
75,Male,Las Palmas,España,15000
54,Female,Gipuzkoa,España,17000
57,Male,Barcelona,España,13000
52,Male,Madrid,España,88000
64,Female,León,Venezuela,28000
53,Male,Madrid,España,12000
33,Male,Alacant,España,10000
77,Male,Sevilla,España,9000
24,Female,Zamora,España,16000
64,Male,Madrid,España,17000
19,Female,Madrid,Polonia,45000
73,Male,Jaén,España,22000
68,Male,Navarra,España,17000
64,Male,Madrid,España,14000
58,Female,Sevilla,España,36000
67,Male,Gipuzkoa,España,12000
75,Female,Murcia,España,17000
53,Male,València,España,31000
61,Male,Ciudad Real,España,22000
37,Male,Jaén,España,13000
55,Male,València,España,46000
52,Female,Valladolid,España,38000
33,Male,Madrid,España,19000
35,Female,València,España,23000
55,Male,Madrid,España,14000
25,Male,Jaén,Colombia,27000
48,Male,Lleida,España,32000
48,Female,Alacant,España,27000
46,Female,Barcelona,España,29000
36,Male,Málaga,España,11000
62,Male,Barcelona,Suecia,21000
64,Male,A Coruña,España,8000
70,Male,Barcelona,Ucrania,22000
49,Male,Málaga,España,36000
54,Female,Melilla,España,15000
44,Male,València,España,40000
40,Male,Cádiz,España,7000
51,Male,Málaga,España,26000
47,Female,Sevilla,España,35000
40,Male,Santa Cruz de Tenerife,España,16000
53,Male,Badajoz,Marruecos,11000
78,Female,Girona,España,49000
27,Male,Girona,España,21000
73,Female,Granada,España,14000
29,Female,Cádiz,Marruecos,10000
50,Female,Murcia,España,7000
34,Male,Illes Balears,España,9000
67,Female,Santa Cruz de Tenerife,España,20000
46,Male,Palencia,España,29000
54,Male,Alacant,España,29000
53,Male,Madrid,España,42000
33,Male,Madrid,Ecuador,11000
73,Male,Madrid,España,34000
60,Male,Zaragoza,España,35000
47,Male,Illes Balears,España,29000
70,Male,Toledo,España,14000
22,Female,Illes Balears,Senegal,26000
38,Female,Alacant,España,88000
37,Male,Santa Cruz de Tenerife,España,11000
81,Male,Jaén,España,33000
53,Female,Segovia,España,31000
40,Female,València,España,17000
29,Female,Murcia,España,27000
69,Male,Ourense,España,13000
70,Male,Barcelona,España,8000
78,Male,Barcelona,España,40000
37,Female,Murcia,España,14000
64,Female,Navarra,España,19000
41,Female,Madrid,España,11000
83,Female,Girona,España,8000
42,Female,Málaga,España,8000
62,Female,Illes Balears,Marruecos,24000
37,Female,Santa Cruz de Tenerife,España,19000
52,Female,Madrid,España,12000
37,Male,Valladolid,República Dominicana,32000
71,Male,Madrid,España,7000
52,Female,Tarragona,España,12000
32,Female,Madrid,España,10000
53,Male,Madrid,Estados Unidos de América,18000
48,Male,Zamora,España,28000
30,Male,Barcelona,España,19000
43,Female,Madrid,España,48000
76,Male,Barcelona,España,15000
75,Male,León,España,27000
41,Male,Madrid,España,28000
40,Male,Barcelona,Alemania,39000
57,Female,Lleida,España,22000
18,Female,Segovia,España,30000
44,Male,Alacant,España,38000
50,Male,Málaga,España,10000
26,Male,Murcia,España,25000
66,Female,Murcia,Rumanía,35000
29,Female,Las Palmas,Rusia,12000
40,Female,Jaén,España,12000
71,Female,Asturias,España,11000
19,Female,Alacant,España,21000
61,Female,Santa Cruz de Tenerife,España,55000
59,Male,Murcia,España,48000
30,Female,Jaén,España,9000
84,Female,Alacant,España,16000
81,Female,Murcia,España,20000
38,Male,A Coruña,España,22000
36,Male,Málaga,España,16000
42,Male,Málaga,España,22000
43,Female,Zaragoza,España,18000
22,Male,Bizkaia,España,37000
42,Female,Murcia,Colombia,10000
57,Female,Granada,España,46000
47,Female,Pontevedra,España,20000
34,Male,Badajoz,Uruguay,11000
68,Male,León,España,27000
27,Male,Barcelona,Colombia,30000
20,Male,Barcelona,Bulgaria,8000
48,Male,Las Palmas,España,5000
63,Female,Gipuzkoa,España,29000
35,Female,Barcelona,España,22000
44,Female,Córdoba,España,58000
56,Female,Madrid,España,25000
28,Female,Zamora,España,8000
47,Male,Gipuzkoa,España,26000
55,Male,Murcia,España,18000
24,Female,Madrid,España,23000
53,Female,Barcelona,Rumanía,25000
82,Female,Ceuta,España,30000
21,Male,Barcelona,España,32000
20,Male,Madrid,España,21000
74,Male,Zamora,España,24000
76,Male,Huesca,España,19000
19,Female,Almería,España,11000
82,Female,Zamora,España,16000
30,Male,Bizkaia,Ucrania,21000
32,Male,Barcelona,España,18000
54,Male,Barcelona,España,8000
61,Female,Illes Balears,España,33000
81,Female,Illes Balears,España,29000
37,Male,Toledo,España,24000
47,Male,Zamora,España,28000
20,Female,València,España,59000
65,Male,Burgos,España,24000
66,Male,Madrid,España,13000
50,Male,Zamora,España,63000
25,Female,Castelló,España,38000
43,Female,La Rioja,España,18000
48,Male,Málaga,España,13000
74,Female,Badajoz,España,21000
67,Female,Bizkaia,España,9000
37,Male,Gipuzkoa,España,15000
27,Male,Sevilla,Rumanía,22000
65,Female,Madrid,España,26000
60,Female,València,España,12000
20,Female,Madrid,España,16000
31,Female,Burgos,España,12000
56,Female,Córdoba,Marruecos,34000
56,Male,Barcelona,España,17000
45,Male,Madrid,España,29000
75,Male,Madrid,España,48000
49,Male,Barcelona,España,12000
43,Male,Tarragona,España,40000
73,Female,Madrid,Polonia,17000
38,Male,Cáceres,España,52000
42,Male,Barcelona,España,13000
69,Female,Bizkaia,Cuba,33000
84,Female,Málaga,España,6000
51,Female,Salamanca,España,23000
77,Male,Araba,España,12000
47,Female,Sevilla,España,39000
45,Female,Barcelona,Nigeria,12000
68,Female,Málaga,España,40000
27,Female,Málaga,España,37000
55,Male,Madrid,España,24000
31,Male,Barcelona,España,34000
40,Female,Badajoz,España,16000
38,Male,Barcelona,España,24000
26,Male,Madrid,España,14000
23,Male,Barcelona,España,11000
58,Male,València,República Dominicana,38000
20,Female,Madrid,España,37000
65,Female,Zamora,España,28000
60,Female,Madrid,España,12000
42,Female,Girona,Andorra,14000
44,Male,València,España,12000
70,Male,Illes Balears,España,38000
64,Male,Zamora,España,49000
46,Female,Araba,España,26000
37,Male,Madrid,Marruecos,66000
34,Male,Barcelona,España,20000
44,Male,Madrid,España,25000
67,Male,León,Estados Unidos de América,15000
83,Female,Lugo,España,25000
48,Male,Granada,España,42000
56,Male,Tarragona,España,23000
20,Female,Barcelona,España,17000
19,Male,A Coruña,España,36000
25,Male,Asturias,España,20000
42,Male,Alacant,España,17000
20,Male,Madrid,España,26000
40,Female,València,España,29000
66,Female,Alacant,España,17000
51,Male,Málaga,España,47000
70,Female,Tarragona,Rusia,27000
46,Male,Zaragoza,España,57000
23,Male,Zaragoza,Andorra,34000
68,Female,Barcelona,España,23000
26,Female,Sevilla,España,17000
55,Male,Murcia,España,36000
46,Female,Murcia,España,11000
55,Female,Las Palmas,España,8000
39,Male,Almería,España,27000
37,Female,Murcia,España,19000
45,Female,Zaragoza,España,81000
24,Female,Guadalajara,España,23000
67,Male,Cantabria,España,32000
62,Female,Málaga,España,57000
46,Male,Asturias,España,11000
52,Female,La Rioja,España,26000
64,Male,Málaga,España,32000
27,Female,Sevilla,España,18000
49,Male,Córdoba,España,23000
78,Female,Granada,España,14000
45,Female,Madrid,España,27000
50,Male,Cáceres,España,29000
51,Male,Madrid,España,29000
23,Male,Sevilla,España,175000
52,Male,Sevilla,España,22000
30,Female,Huesca,Nicaragua,38000
64,Female,Madrid,España,33000
34,Female,Salamanca,Estados Unidos de América,35000
59,Female,Lugo,Ucrania,29000
64,Male,Cádiz,España,20000
55,Female,Toledo,España,15000
26,Male,València,España,28000
59,Male,Toledo,España,18000
36,Female,Zamora,España,18000
61,Female,Lleida,España,53000
62,Male,Tarragona,España,17000
26,Female,Huelva,España,130000
56,Male,Madrid,Marruecos,15000
71,Male,Cuenca,España,9000
54,Male,Granada,España,9000
29,Female,Las Palmas,España,17000
39,Male,Barcelona,España,19000
45,Male,Girona,España,16000
74,Female,Madrid,España,31000
60,Female,Barcelona,España,26000
33,Female,Salamanca,España,53000
47,Male,Murcia,España,67000
75,Female,Cáceres,España,37000
66,Male,Córdoba,España,21000
41,Male,Albacete,España,26000
44,Male,Cádiz,España,13000
45,Female,Córdoba,España,60000
36,Male,Barcelona,Colombia,19000
55,Female,Madrid,España,9000
45,Female,Madrid,España,19000
35,Female,Bizkaia,España,35000
28,Female,Madrid,España,21000
21,Male,Madrid,España,29000
43,Female,Bizkaia,Rumanía,13000
36,Female,Las Palmas,España,12000
83,Male,València,España,9000
54,Male,Santa Cruz de Tenerife,España,13000
54,Male,Zaragoza,España,13000
69,Female,Barcelona,España,18000
60,Female,Gipuzkoa,España,42000
31,Male,Murcia,España,21000
24,Male,Sevilla,España,16000
49,Male,Illes Balears,España,39000
55,Male,Ávila,España,19000
62,Female,Murcia,España,16000
67,Male,Madrid,España,50000
23,Female,Murcia,España,21000
40,Male,Alacant,España,19000
31,Female,León,España,45000
37,Male,Málaga,Rumanía,31000
57,Female,Murcia,España,35000
63,Female,Madrid,España,14000
32,Female,Salamanca,España,20000
43,Female,Zaragoza,España,24000
54,Male,València,España,32000
48,Male,Araba,España,22000
39,Male,Madrid,Perú,19000
31,Male,Ávila,España,24000
52,Female,Murcia,España,15000
55,Female,Barcelona,Reino Unido,30000
29,Male,A Coruña,España,30000
46,Female,Cantabria,España,38000
72,Female,Alacant,España,35000
62,Female,Almería,España,26000
34,Male,Zamora,España,66000
61,Female,Zaragoza,España,13000
38,Female,Santa Cruz de Tenerife,España,15000
56,Female,Madrid,Lituania,32000
41,Female,Barcelona,España,61000
83,Male,Barcelona,España,15000
61,Male,Valladolid,España,57000
44,Male,Alacant,Ecuador,14000
67,Male,Córdoba,Senegal,44000
63,Male,Alacant,España,24000
70,Male,Ceuta,España,7000
28,Female,Bizkaia,España,44000
22,Male,Zamora,España,15000
54,Male,Madrid,España,44000
65,Male,Barcelona,España,22000
23,Female,Sevilla,España,16000
67,Male,Barcelona,España,34000
18,Female,Sevilla,España,13000
26,Female,Salamanca,España,15000
51,Male,Granada,España,26000
49,Female,Las Palmas,Siria,10000
29,Male,Madrid,Argelia,64000
18,Female,Zamora,España,24000
38,Female,Ávila,España,44000
27,Male,Zamora,España,5000
22,Female,Araba,España,48000
61,Female,Barcelona,España,10000
38,Male,Madrid,España,18000
66,Female,Santa Cruz de Tenerife,Cuba,17000
60,Female,Navarra,España,17000
65,Female,Badajoz,España,37000
30,Female,Madrid,España,17000
65,Male,València,España,14000
56,Male,Gipuzkoa,España,18000
67,Male,Zamora,España,20000
70,Male,València,España,68000
71,Female,Alacant,España,34000
24,Male,Las Palmas,España,55000
48,Male,València,España,29000
64,Male,Alacant,España,35000
18,Female,Madrid,España,26000
47,Female,Córdoba,España,15000
66,Male,Málaga,Alemania,121000
34,Male,València,España,17000
18,Male,Barcelona,España,15000
34,Female,Sevilla,España,41000
52,Male,Zamora,España,10000
82,Male,Córdoba,España,32000
68,Male,Burgos,España,11000
50,Female,Jaén,España,84000
69,Female,Alacant,España,39000
46,Female,Alacant,España,14000
67,Male,Zamora,España,38000
57,Female,Madrid,Ecuador,9000
29,Male,Madrid,España,12000
20,Female,Madrid,España,13000
41,Female,Barcelona,España,21000
37,Female,Almería,España,31000
26,Male,Las Palmas,España,9000
32,Male,A Coruña,España,15000
74,Female,València,Ucrania,35000
66,Female,Zamora,España,12000
